stdev_period,stdevF0,stdev_mfcc_7,mean_slope_Mel,mean_harmony,first_mean_harmony,Jitter_loc_h_a,localShimmer_h_a,localdbShimmer_h_a,apq3Shimmer_h_a,aqpq5Shimmer_h_a,ddaShimmer_h_a,mean_slope_Mel_h_a,mean_harmony_h_a,first_mean_harmony_h_a,Jitter_rap_lhl_a,localdbShimmer_lhl_a,mean_mfcc_2_lhl_a,mean_mfcc_7_lhl_a,stdev_mfcc_2_lhl_a,stdev_onset_env_lhl_a,stdev_pitches_lhl_a,meanF0_n_a,mean_mfcc_2_n_a,mean_mfcc_8_n_a,lpc1_n_a,mean_slope_Mel_n_a,pitch_quantile_n_a,Spec_Power_2_n_a,mean_harmony_n_a,Jitter_loci_features,apq11Shimmeri_features,mean_magnitudesi_features,mean_chroma_4i_features,sd_chroma_4i_features,mean_slope_Hzi_features,mean_slope_Meli_features,mean_mfcc_6_h_i,mean_magnitudes_h_i,mean_slope_Hz_h_i,mean_mfcc_9_lhl_i,mean_magnitudes_lhl_i,mean_harmony_lhl_i,first_mean_harmony_lhl_i,mean_chroma_0_n_i,mean_slope_Mel_n_i,stdev_periodu_features,mean_mfcc_4u_features,mean_slope_Hzu_features,mean_slope_Melu_features,mean_slope_Mel_h_u,mean_mfcc_4_lhl_u,mean_onset_env_lhl_u,sd_mfcc_delta_5_lhl_u,sd_mfcc_delta_10_lhl_u,stdev_mfcc_10_lhl_u,stdev_period_n_u,mean_slope_Hz_n_u,mean_slope_Mel_n_u,hnrphrase_features,num_periodsphrase_features,mean_mfcc_2phrase_features,mean_mfcc_delta_3phrase_features,mean_mfcc_delta_4phrase_features,mean_fcc_delta_11phrase_features,stdev_mfcc_2phrase_features,stdev_onset_envphrase_features,max_rmsphrase_features,min_rmsphrase_features,sd_mfcc_delta_2phrase_features,sd_mfcc_delta_3phrase_features,sd_mfcc_delta_7phrase_features,high_indexphrase_features,Spec_Power_1phrase_features,Spec_Power_2phrase_features,Spec_Power_3phrase_features,CPPSphrase_features,mean_autocorrelationphrase_features,LSF_0,spectral_flux_stda_lhl,spectral_spread_meana_lhl,LSF_0a_lhl,spectral_spread_meani_n,shannon_entropy_slidingwindow_first_derivative_stdi_n,spectral_slope_meani_l,f2i_l,spectral_skewness_meani_h,spectral_kurtosis_meani_h,crest_factor_meanu_n,ppeu_l,spectral_slope_std_phrases,spectral_flux_mean_phrases,spectral_flux_std_phrases,spectral_flux_first_derivative_mean_phrases,spectral_entropy_first_derivative_std_phrases,spectral_spread_mean_phrases,spectral_skewness_first_derivative_std_phrases,spectral_kurtosis_first_derivative_std_phrases,spectral_flatness_std_phrases,spectral_rolloff_std_phrases,ppe_phrases,LPC_4_phrases,kurtosis_slidingwindow_first_derivative_mean_phrases,shannon_entropy_slidingwindow_first_derivative_mean_phrases
3.52E-05,1.208376022,3.191134691,24.89257349,23.58097278,24.10372886,0.002718126,0.023693154,0.208204676,0.012954549,0.014623111,0.038863646,23.9560888,25.52395065,25.65813731,0.00217942,0.315190003,-48.84610367,4.216893196,15.60174847,0.963874042,62.84818649,194.092615,-34.31097031,-6.921199322,-2.810033321,29.45413109,166.3574265,0.654977049,22.14571676,0.005043043,0.0178422,0.104207225,0.004686947,0.013764133,37.04699681,27.23689922,7.265505314,0.15537855,40.91034884,-5.052757263,0.187357634,27.48507986,27.55994192,0.001137221,25.35029819,3.74E-05,-18.93936729,34.28367051,25.20749774,21.83299041,-25.96423149,1.011037588,2.122949362,1.129827499,6.877514362,2.33E-05,28.089067,19.95998403,-4.82E-05,279,12.97395515,0.034634989,0.239780277,-0.297645748,24.96858597,2.424237251,0.218246162,0.007131413,4.112202644,5.39685297,1.940020442,80,0.000224181,0.875197406,0.004187796,12.32215593,9.62E-08,0.094981062,0.021365255,1915.256455,0.100303665,3147.763497,4.035042824,-0.001690209,3129.920318,0.002480686,-2.989296777,1.872830272,-520.8412104,0.001275524,0.024109434,0.019725809,2.00E-05,0.408720464,2971.111199,0.000527845,0.004117379,0.008123521,3099.079347,-4.894495847,0.789448023,-0.002805651,-0.006382778
9.56E-05,1.098197501,5.456638336,26.23896745,18.32477596,14.67470446,0.001147405,0.0059331,0.051588278,0.002972487,0.003590993,0.00891746,29.73948119,34.67262075,33.36752732,0.001160486,0.224906044,-38.06789017,-8.073965073,15.86049175,0.662733912,69.32449341,120.9842371,12.52557087,-0.797973692,-1.854567528,18.32817184,109.3922565,0.033871034,22.96612228,0.004236123,0.019851947,0.053074963,0.024713023,0.023689659,32.86534773,27.95101616,-29.25574493,0.186094552,44.86873801,-35.8127861,0.112831235,28.46667083,25.71297331,0.484654903,12.06074421,0.000231534,14.43151283,58.47865614,49.7769915,28.62549743,-26.49425507,1.468253732,1.857972741,1.188667059,8.064736366,0.000129068,16.53084503,14.0291201,4.71E-06,308,22.76296425,0.066313989,0.325295001,-0.163730428,32.50680161,3.1526196,0.286891818,0.003305761,5.738527775,3.574184895,3.108820438,40,6.52E-07,0.013428413,1.048647238,14.5640676,6.54E-10,0.078456101,0.026510853,2048.773224,0.110618468,1710.092198,6.622907607,-0.000981532,2077.274416,0.002310515,-2.988973697,1.683710217,-271.9118695,0.001342688,0.024955247,0.021746628,9.33E-06,0.341728091,2445.043882,0.000543431,0.006048758,0.004547951,2711.686967,-2.071057955,0.76580596,0.012614342,-0.001146812
0.000106623,0.949677007,5.626605511,36.58536674,17.43798814,17.79445528,0.002285936,0.015693008,0.137219651,0.007676755,0.009229594,0.023030265,32.92740961,28.1950882,28.95770123,0.003181677,0.357843081,-21.78907776,24.25062561,16.05158615,0.739267826,88.63196564,104.5872808,-28.21573448,-26.52030754,-2.582705259,21.35511839,95.81159284,0.149961584,21.93035363,0.004762363,0.016296545,0.115177542,0.991806507,0.038137235,36.48502407,30.47704977,0.056474071,0.11613813,34.31574311,3.586777687,0.172801137,15.80820532,14.7818976,0.361609817,27.36361965,5.55E-05,18.85571289,33.98472375,28.55665507,23.91418823,9.939727783,1.262819529,2.637069464,1.296434879,5.41388464,5.67E-05,20.55932546,17.17684682,-7.35E-05,120,30.45212746,0.313064367,0.632394671,-0.135574892,25.66754341,1.905490398,0.11978171,0.002109441,4.789597511,4.112742424,1.925387383,42,0.000293362,0.000104426,3.28E-06,12.1914407,1.10E-06,0.096891426,0.022728361,1458.89727,0.088959161,2724.031768,9.635329037,-0.002322363,1809.077367,0.002474879,-2.989909495,1.854920387,-901.8266743,0.000710593,0.011367327,0.010348164,1.76E-05,0.397870511,3169.187599,0.000851976,0.008891841,0.005129348,3945.630123,-0.978845883,0.572889507,0.073190316,-0.004071118
0.002619522,44.82598125,4.19359684,149.9485467,17.125487,17.99558971,0.018112616,0.103470573,1.019407829,0.044500241,0.06886327,0.133500723,254.4768144,15.17358016,15.72979665,0.005729532,0.606024122,-25.54194641,3.065951347,16.26865768,0.825334609,109.6233749,123.7479101,-28.25013924,-10.38312244,-1.816336632,164.9469096,95.90975521,0.055061515,15.24371971,0.00676684,0.03118762,0.090944111,0.057646766,0.030245803,210.8794736,167.6934561,-7.361096382,0.097318552,50.77700777,-15.02499771,0.112480558,19.64488132,19.01525124,0.003699329,31.14744638,0.000138557,-25.30711174,72.14467377,54.07986572,33.18270687,-35.01528168,1.282560587,1.943300247,1.465840459,6.183472633,3.81E-05,46.99302733,32.31404973,-0.000100603,273,11.44780254,0.137366638,0.497168511,-0.023247391,25.44894218,3.104780912,0.207483426,0.002603379,5.377318859,5.613068581,2.638340473,70,8.03E-06,0.013738641,0.000414345,10.61390121,6.60E-07,0.1091308,0.023023121,2634.705715,0.11021325,3733.865348,1.298907322,-0.001704504,2528.491878,0.001280951,-2.995663696,2.01764679,-128.4363747,0.001329125,0.021933725,0.01942,3.01E-05,0.446315318,3366.504229,0.000464831,0.00323143,0.008050771,3060.695175,3.589681376,0.621183157,0.005260402,-0.003188593
0.00035906,2.190329915,3.459674597,90.50246496,13.80214727,14.50376565,0.003176478,0.035069406,0.311925724,0.017294103,0.01901232,0.051882308,18.12667755,25.06496677,23.36423292,0.00198206,0.291043907,-16.23583603,10.26166344,14.5144968,0.602502704,75.63676453,130.2562729,-4.985821724,-2.480664253,-2.365441561,48.96885136,116.8886355,0.044620734,21.40640089,0.030010301,0.043661274,0.115506031,0.40461877,0.069023483,88.92412834,74.17808939,8.484079361,0.119264759,25.74277251,10.94301414,0.168040037,24.6501049,22.24326863,0.990980983,31.53182551,0.000146143,-5.291488647,60.19555222,50.1321251,19.82241551,-8.475924492,0.850587606,1.452046275,0.805340528,5.565996647,5.91E-05,23.35612243,18.90512837,-0.00030366,201,18.16508484,0.041709058,0.332279086,0.021188028,21.03339958,2.509940147,0.547063589,0.002585587,3.535543442,4.174112797,1.32119751,41,0.000636964,0.026165419,0.018838068,8.419836494,1.71E-06,0.068175593,0.045570984,1968.097918,0.072422655,2963.089773,8.399630911,-0.002844817,2335.492552,0.003329365,-2.984072163,1.669976473,-220.6751441,0.002706545,0.024517184,0.036398456,1.96E-05,0.411756635,4529.111617,0.000479923,0.004041479,0.010366147,4924.487503,-9.092402564,0.574343622,-0.000240324,-0.004437154
4.39E-05,2.052630284,4.770990372,29.95769295,23.445371,23.49775843,0.002923817,0.020153846,0.176443062,0.011651748,0.011957862,0.034955244,25.59317457,27.36117681,26.98495261,0.001322077,0.167056249,-27.71279907,-19.34399033,8.078701973,0.654296517,67.64777374,224.802675,-40.9768486,-16.23962212,-2.669766665,19.56133519,188.5764642,0.176046646,23.37239938,0.002435479,0.014413671,0.094802454,0.006318813,0.008460617,29.3168316,20.89487468,7.741757393,0.368786663,42.67663741,-15.26456738,0.152959675,28.33725312,26.55513711,0.002845027,17.18815895,3.36E-05,-5.947534084,34.96457715,24.88770814,28.97437032,-10.13825607,0.83386004,1.044975042,0.764338136,6.77038908,3.68E-05,32.22910859,22.89734277,-0.000178297,357,17.86772346,0.58346194,0.914073527,-0.278725028,27.66638184,1.937468052,0.298283368,0.003234576,4.999190807,5.792170048,3.744698524,108,0.000123078,0.357686249,0.008863222,11.71409628,6.75E-07,0.091375023,0.017047005,2332.052143,0.076485112,3414.600478,7.587729071,-0.001510507,3210.829427,0.002165518,-2.992840565,1.848038435,-516.7317916,0.001382099,0.034859743,0.021861594,7.31E-05,0.381758541,3009.727929,0.000662316,0.005612443,0.007192504,3719.395352,2.707389058,0.715644181,0.005877055,0.011431591
0.000100688,4.68035742,3.963263035,38.31120764,25.00053948,23.93014894,0.002536976,0.017335754,0.152028321,0.009888029,0.010623489,0.029664088,52.10896705,25.1735824,24.40727359,0.002838906,0.250941621,-10.20530891,-0.018101109,16.07063866,0.902599633,70.60978699,245.1458303,-11.95507526,-18.32061577,-1.705874085,29.71139737,202.4136353,0.067639207,26.33956601,0.004618141,0.023933598,0.092460915,0.002579422,0.000900469,30.38408395,21.88228819,2.193594694,0.241779193,50.85633958,-3.624307156,0.160761237,27.05798734,27.4862287,0.491519004,19.44692257,0.001486911,-2.374883652,83.23606772,63.19704072,36.17991931,6.763305664,1.0484761,1.121038079,1.113357663,5.929824829,3.07E-05,35.29138306,24.40894136,0.001597049,281,33.79091644,0.696369529,0.700786293,-0.184054494,28.63145256,2.523002625,0.213042706,0.004734959,5.522966862,5.670180321,2.667364359,99,0.008785293,0.281868463,8.35E-06,10.8447994,9.85E-05,0.068950719,0.030791059,2728.412236,0.077746186,3238.01134,5.534026824,-0.001545317,2423.353622,0.002327406,-2.991483759,1.807418108,-228.8391319,0.001009236,0.024951557,0.018787649,4.89E-05,0.441241115,2977.930604,0.000627985,0.005379894,0.005305708,3534.977264,2.710688217,0.797520161,-0.000613778,0.004184328
8.96E-05,1.055891694,4.120682716,35.74763126,24.04738351,24.26555174,0.004365301,0.024872686,0.225752794,0.013303334,0.014645679,0.039910002,47.27267264,23.13330531,23.00959606,0.001781812,0.226045465,-1.517686009,16.16867447,28.90180969,0.693817198,77.48516083,123.9442861,-13.90333271,-0.149307862,-2.019653559,31.5174322,111.9582112,0.109524438,21.809807,0.003490076,0.016545918,0.045722444,0.008636299,0.016731029,38.25998071,31.61964478,-9.10302639,0.079694882,88.78117128,4.508563519,0.043515261,25.48694263,23.90408719,0.093197465,25.28346104,,,,,,,,,,,,,,2.69E-05,190,27.99591064,0.162547022,0.569245338,-0.294564545,25.05713844,1.810554624,0.198583394,0.002343341,4.678785801,4.296804428,2.592773676,59,0.001429247,0.025794552,0.006871803,12.76252817,3.69E-08,0.108394245,0.018759783,1992.955545,0.10737581,2685.208195,4.613622353,-0.001079277,1915.693597,0.001909385,-2.993497778,1.961007953,,0.001293035,0.019779257,0.017863208,4.26E-05,0.32662648,2603.583438,0.000613276,0.006985648,0.008966986,3278.846739,2.438865669,0.707563698,0.00812945,-0.000493523
0.000100105,0.852956225,4.540346146,17.7555532,23.87709827,23.07968835,0.002208995,0.018262778,0.158621785,0.009143343,0.011118785,0.027430028,16.52978754,27.60993159,27.61542225,0.000904813,0.159515208,-45.37834549,1.648852706,17.41219521,0.698432744,72.6175766,105.2858721,-15.25387096,12.56339264,-2.598422766,16.27061599,96.45459164,0.016334447,25.56861881,0.003753364,0.016092709,0.117396601,0.018573955,0.021991709,23.99456094,20.45534749,-14.70198441,0.119109638,21.26713329,-12.25836086,0.12640141,26.66145865,26.11477711,0.012668019,15.67945392,7.76E-05,31.7380867,22.06100091,18.81557824,9.361620221,3.360875607,0.912212789,1.802083492,1.225774288,6.477283478,5.99E-05,17.36325921,14.54633468,8.59E-05,117,14.27780151,0.174307048,0.745514333,0.432440758,23.32484436,2.072268486,0.12084388,0.003695701,3.877570391,6.203081131,2.726212025,40,0.000372085,0.07492411,7.79E-05,13.70043988,1.26E-06,0.093888049,0.030250302,1800.394468,0.107020902,2376.519298,8.148088696,-0.002169566,1810.824344,0.003422368,-2.983660109,2.104742527,-636.9364775,0.000826242,0.014394343,0.011696431,3.93E-05,0.350733101,2750.381115,0.000614618,0.005208013,0.005928156,3092.432515,-4.587258475,0.600298166,0.001239798,0.005854687
0.001861532,31.64410666,3.577198744,94.34466337,20.72111418,20.74064994,0.003952457,0.041852925,0.365781914,0.024612207,0.022520392,0.07383662,67.56294204,26.08863762,25.82283263,0.002234726,0.222021647,-14.74595642,14.55897522,16.12109184,0.925544679,57.55042267,226.0752216,-24.57709312,2.85069108,-2.040747881,227.5025421,199.7215056,0.490671174,21.61350891,0.001970146,0.014542726,0.118322551,0.003766917,0.017527852,96.78712105,66.79543778,-12.14374828,0.13684392,70.13669277,-12.14262486,0.153396443,29.96938496,28.92299991,0.972383678,35.34700971,6.32E-05,-12.92414188,60.03256222,41.41700326,62.36565623,-12.15911579,0.97535187,1.246118546,1.399890423,6.905532837,3.55E-05,44.82078414,30.37629866,0.002435212,316,24.98839188,0.665843368,0.29524228,0.066867605,23.03262329,2.952090979,0.466659307,0.005638491,4.410881996,4.87019968,2.844403982,97,0.000874767,0.284406882,0.000278132,7.931480821,0.00010612,0.108391675,0.033951223,2455.832966,0.089777478,3112.231228,6.121929347,-0.001861689,3151.591097,0.002012807,-2.992756375,1.578119874,-377.7293537,0.001545902,0.035904255,0.030535761,4.63E-05,0.5196594,3581.353797,0.000566241,0.004292721,0.021666052,3873.377777,1.323840591,0.526503801,-0.002015604,0.001734659
0.000139006,1.262433068,2.512488127,31.39693758,24.17403653,24.51142382,0.003325507,0.027119368,0.245229905,0.008644726,0.015849703,0.025934178,31.33396452,26.31311081,25.66141796,0.001294297,0.322116924,-14.53713131,-4.312908649,12.30556774,0.730697095,65.19992828,120.8448825,-6.479121208,-1.701638222,-2.562547922,105.0466474,108.6872156,0.645770239,20.74348574,0.002998035,0.021584639,0.086143062,0.011228384,0.041751128,32.16269006,26.57777797,-4.598223209,0.230735108,30.35581368,-5.109051228,0.228292897,27.17289107,24.92252749,0.026954418,83.62328441,0.000152393,4.957802296,36.89779859,30.82549047,61.51072549,-8.846224785,1.179784894,1.800117135,0.849168658,4.656736851,0.000151057,46.00075476,37.32045816,0.003134929,224,12.38732052,0.13566792,0.353741914,-0.163333133,29.54558563,2.568205595,0.36384064,0.004670388,5.657336235,4.174983501,2.496771812,52,6.96E-06,0.002390417,0.416307142,13.51218938,0.00024423,0.081533165,0.020270728,1670.236162,0.090497564,2512.57428,9.329019847,-0.001746128,2199.97719,0.003562937,-2.981385302,2.001151562,-310.0284663,0.002010583,0.034064155,0.031568386,1.25E-05,0.328071356,2789.425524,0.0005142,0.005172277,0.004445309,3045.353795,2.786758041,0.550391912,0.004090248,-0.002262701
7.35E-05,1.383924805,3.829627275,39.27415847,19.77028804,17.75578294,0.008064334,0.040682368,0.354266176,0.020082513,0.026638229,0.060247538,91.86918981,21.63215149,19.91004289,0.004958262,0.484504287,-0.51553309,-9.797272682,10.56631184,0.431081533,60.22128296,197.1090558,29.77968216,4.245835781,-1.64555347,41.16578268,169.5572026,0.014124367,23.56782259,0.005990741,0.029955319,0.169088438,0.081218079,0.046717189,55.23678264,41.6615127,24.73399544,0.214463115,83.44492392,0.471424371,0.186682805,21.70638721,22.08461563,0.00112154,43.05404462,0.00019393,0.467929184,86.36013616,64.6321089,45.73587282,-7.141921043,0.837475598,0.861181676,0.609633684,3.355442524,0.000109981,66.91404897,49.23148914,2.54E-05,204,37.50995255,0.440865368,0.773302555,0.124282755,21.74711037,2.431850195,0.180175692,0.003636834,4.087991238,5.046939373,1.850710869,64,0.000123878,0.165079758,0.00015721,10.62330766,4.03E-08,0.043638058,0.019068472,2449.032415,0.063530569,3012.643929,7.402071699,-0.002713015,3189.386425,0.002658366,-2.989022694,1.872513056,-136.0308352,0.000999083,0.021638101,0.013289737,5.05E-05,0.462092847,2889.000708,0.000712757,0.006549103,0.0119908,3498.495483,3.668342725,0.65484941,0.048917864,-0.001756547
9.31E-05,1.037491422,4.526046753,25.43297347,34.74895151,34.86636109,0.001899973,0.005545408,0.048331196,0.002325831,0.003656181,0.006977494,21.81238506,39.71255992,40.08806227,0.001833833,0.318221593,12.41746044,3.911148548,9.124830246,0.690648139,16.56171036,106.2986166,9.33119297,-6.556041241,-1.9026618,16.5015271,97.12399413,0.000425664,37.63696039,0.003151756,0.01004807,0.056625329,0.119248584,0.050072756,33.5473905,28.10347645,-1.972417593,0.103948705,45.89350302,3.75404501,0.21648702,30.06881625,28.65561344,0.06352289,14.96960985,6.48E-05,12.55420017,23.33217172,19.476205,25.48013598,5.353084564,1.079228163,1.747643828,0.731688976,4.598765373,7.27E-05,21.56783649,18.06505958,0.000118005,197,9.103796005,-0.014856063,-0.047638565,0.033129923,23.91920662,2.651121616,0.504152,0.003146972,5.007706642,2.090589523,0.837757528,43,0.010992368,0.015713227,0.010819012,16.31629796,1.01E-07,0.021731943,0.026507856,2509.007122,0.027111049,2162.773282,11.23202,-0.003069714,2719.723298,0.005151618,-2.965504925,1.479345441,-609.6776038,0.002488534,0.043621585,0.037210714,7.69E-05,0.376847059,2839.341593,0.000652388,0.006153664,0.008640355,3674.337582,1.644441763,0.130646169,0.000213724,-0.000683601
0.000147969,1.704656299,4.145524979,35.92949272,17.57622866,17.64361304,0.004694614,0.051906826,0.459498101,0.030470116,0.031320636,0.091410349,22.54471602,18.21226876,18.37721263,0.010252178,0.84145004,44.99893951,11.01439667,6.986902714,0.545603693,72.04979706,114.5827764,46.53071976,14.8812151,-0.999541104,48.04366947,104.2672392,0.104694018,14.56222808,0.028210025,0.050262801,0.047782719,0.2527363,0.12041793,107.3939863,90.1166525,-1.99245429,0.088368021,103.7094423,-2.359624147,0.08796908,14.90689149,14.27719633,0.411106169,34.13654701,0.000763648,-16.16334343,347.5254334,299.2818224,25.48445075,-13.70327187,1.039019823,1.38277638,0.61479193,3.235488653,0.000101399,34.26705481,27.64230976,-0.000153563,156,43.59509277,-0.14244391,0.311881959,0.122634217,25.61425972,1.897300959,0.231740251,0.016776731,5.22436142,3.570649624,2.849987507,37,2.97E-06,0.080102799,0.00763932,9.335277414,1.16E-06,0.0674986,0.018816112,3366.738941,0.069980112,3837.943363,8.316293008,-0.002004667,2745.049033,0.000653407,-2.997579493,1.220234156,-10.37506141,0.001333888,0.022503663,0.011899365,3.44E-05,0.29765889,3575.312735,0.000340356,0.001795567,0.011457228,2977.980685,6.309785097,0.57548821,-0.005375561,-0.027872601
0.000397106,2.91343724,2.741829395,46.26278583,22.45797238,20.7965238,0.005108195,0.016187546,0.141226718,0.00730942,0.010134804,0.021928261,56.36789815,24.97188945,23.28419367,0.00209604,0.20633064,-22.08317566,13.83938026,6.684511662,0.74380815,101.0967941,97.94375435,-25.74282646,-28.01791954,-2.777557611,31.78468447,90.1654371,0.121646071,25.74213659,0.006559584,0.021450815,0.103595823,0.149224728,0.134903029,48.95081668,42.04770957,-32.76133728,0.089680351,68.61715944,-9.336288452,0.13307111,20.44730461,20.6090361,0.071788989,22.62514095,0.000137572,1.422744513,35.31078793,30.22538318,36.83126684,4.121559143,0.89357096,1.465944767,0.41284278,3.431467295,0.000176032,79.52217355,67.52143304,7.44E-05,89,32.32368469,-0.076945491,1.139240861,0.187018022,22.87371826,2.364199638,0.178132728,0.001711085,4.451113701,3.718202591,3.205196857,41,0.000680212,1.07E-05,3.93E-06,12.32078627,5.83E-07,0.090061385,0.032901026,1594.261062,0.097026652,2576.342506,4.885558936,-0.002258488,2396.323469,0.002868184,-2.987303865,2.486880302,-263.5929716,0.001161003,0.018474631,0.015800921,6.47E-05,0.350436985,2908.660362,0.000706084,0.006400441,0.006069966,3408.422912,0.633044872,0.636429369,0.004677584,-0.000350804
0.000198463,5.286888669,3.990197659,66.60511275,10.89000853,10.43026447,0.008160861,0.156670653,1.416060449,0.086800586,0.093803007,0.260401759,42.39237819,11.09137884,10.87923402,0.006662067,0.768048981,2.736879587,28.2562561,9.166425705,0.472669363,77.11345673,200.9214496,-5.308133125,-23.48368263,-0.912941635,46.92828076,173.2528844,0.564697613,10.81679606,0.00979481,0.034491202,0.163550109,0.569616854,0.317019463,86.38597316,67.26511455,-25.28370094,0.162409484,176.0405254,-36.2325592,0.196767151,14.8304076,14.30666312,0.002959047,70.68616257,0.000192355,-0.747145116,89.99007883,68.88500202,68.82882908,1.902438521,0.822453201,0.666189551,0.551272452,5.183653831,8.02E-05,89.62228561,65.53029466,0.000365959,147,29.64491272,0.297097921,0.463728368,0.117895879,24.89615059,2.984890461,0.277009875,0.0048368,5.168244839,5.001078129,2.713054419,61,0.017765653,0.3864122,0.004224863,6.884376008,5.70E-06,0.122687945,0.012757439,4178.036793,0.110392456,4632.867784,2.935683509,-0.003065105,2365.778373,0.000617757,-2.997609148,2.214179993,-121.9015867,0.001932953,0.03289121,0.022465261,2.12E-05,0.271530807,4736.568957,0.000209804,0.0006785,0.014869516,1709.990434,-5.633357067,0.467528224,0.153377133,-0.002692391
9.89E-05,1.20404869,3.783724785,26.03381961,19.58223842,18.43853619,0.004429596,0.029514277,0.30324026,0.012631151,0.016625951,0.037893454,37.85477675,22.77097744,21.79991657,0.005197158,0.599941461,29.45507813,1.792370796,13.30723763,0.565328896,71.74681854,110.2571794,-9.090714455,8.465657234,-2.145606995,32.11058838,100.4602749,1.425557573,15.62071004,0.002359056,0.021092909,0.134447619,0.419299066,0.098253988,22.23789011,18.44236843,-9.523983002,0.316819578,37.43737808,6.456629276,0.095590718,23.7104447,22.61248644,0.035319813,22.66883741,8.72E-05,-15.09717083,27.01932013,22.35549464,31.49681905,-16.30089951,0.962353826,1.529754996,0.649685442,3.479118824,5.72E-05,22.2826943,18.48667381,0.004352647,159,30.39228249,0.143474534,0.103740349,0.074176379,26.46420097,1.938377023,0.395113438,0.006849193,5.851450443,5.895177364,2.98573494,34,2.01E-05,0.394024688,0.001440557,11.86003218,0.000629408,0.091630404,0.042815145,2369.986221,0.093135273,2489.927285,11.9533922,-0.003012713,1723.469073,0.002795321,-2.986994361,1.428761363,-431.0135123,0.002183963,0.026668228,0.033748291,2.49E-05,0.399519414,2954.490257,0.000585149,0.005413868,0.009265359,3413.560357,6.229549786,0.75501579,-0.001027485,-0.009578894
0.000200892,3.392512007,6.967392921,82.633324,18.26110593,16.28866119,0.007059874,0.068194685,0.568054678,0.03676288,0.045867994,0.11028864,146.8579481,21.70473227,18.48843313,0.002370932,0.193067884,18.03589249,8.925614357,10.02072239,0.424080431,48.19278336,171.4572386,29.9581089,-8.468774796,-1.576092839,73.36541084,149.700126,0.008158394,23.33266701,0.022982215,0.053680135,0.133414671,0.505694032,0.363735884,433.3831601,357.0927164,1.5387007,0.223404914,95.53050422,-17.85580254,0.131960779,29.47334455,30.61177126,0.022103975,157.6842086,0.003043042,-10.39045048,257.4366683,199.146462,76.62211657,-17.80064011,0.847311676,0.912829161,0.701015651,4.040297985,0.001834829,234.8985319,185.0089103,0.000127254,402,37.47527313,0.461993307,0.535772145,0.038582884,27.64877701,2.510413408,0.351979345,0.004615341,5.832677841,5.429510593,1.916432738,55,0.00478387,0.038897059,0.002040426,10.91877541,3.66E-07,0.049136453,0.01304166,2351.347491,0.049326045,3409.248575,2.10346021,-0.002260596,2674.340765,0.003656743,-2.980541384,1.833717346,-2.009384975,0.001408513,0.032375935,0.024875887,4.14E-05,0.344194859,3216.925239,0.000476799,0.003835801,0.008426959,3857.196394,4.848929367,0.436378777,0.005119857,-0.000520045
0.000220072,2.717973645,6.311434746,46.24127839,15.84796186,15.8990258,0.004334524,0.025021048,0.219980356,0.010918392,0.015957282,0.032755176,28.82601438,22.57210312,21.80828026,0.003519997,0.859359809,4.823000431,9.39646244,12.79193497,0.67773056,68.74650574,113.448347,16.41532898,-1.574786305,-2.16191411,34.76233276,103.0029266,0.036821374,19.48048125,0.031912675,0.04955106,0.058657598,0.815481603,0.178025424,118.1541971,98.34241381,-7.889041424,0.095032178,40.15822059,-25.66210938,0.155321777,23.06330514,22.1828258,0.941226184,29.42629468,0.000104252,-8.63739872,27.42328612,22.52953194,36.2286364,-15.00622368,1.030251384,0.619882464,0.358708501,2.204930544,0.000197169,38.14629507,30.50340292,0.000142197,176,32.49129868,0.408780724,0.230178878,-0.097464398,19.91752243,2.962464809,0.298636943,0.004447126,3.714084625,4.140870094,3.281452179,49,2.84E-05,0.508546169,0.001718117,10.62947151,7.47E-07,0.069341017,0.016364705,2191.337956,0.079164246,2741.437045,5.635147086,-0.001838071,2506.417669,0.002701551,-2.988404899,1.796357751,-533.9320386,0.001771183,0.024092248,0.024210548,3.65E-05,0.316671222,3377.605901,0.000406324,0.004012784,0.003702077,3622.396468,1.068850762,0.651199341,0.001294141,-0.006152312
7.33E-05,0.803424012,4.539790154,29.70886265,24.57509059,24.57619429,0.001912257,0.011234699,0.097793108,0.005743246,0.006689252,0.017229739,18.32359969,30.22253742,29.07617683,0.001197581,0.188236071,-18.52856827,8.580492973,25.12693405,0.70543915,70.18917084,124.9116396,-1.352904677,3.26123476,-1.926148534,25.25910895,112.5987742,0.09951774,25.19422207,0.005018054,0.024134417,0.042415097,0.006656922,0.004149952,62.49672384,50.63542549,-21.91371155,0.18394725,50.12395669,-17.25874138,0.077366464,26.5051362,24.11085395,1,20.30063243,0.000128362,-5.237133026,29.040928,24.22494692,21.49892348,-17.2987442,0.988755763,1.956090212,0.768823147,4.689870358,0.000115359,41.33965326,33.63666935,0.000192903,194,9.063673019,0.396859288,0.583103061,-0.410600454,31.93173981,2.158463717,0.452211082,0.004424787,5.272130013,5.660789967,2.138459444,45,0.027832327,8.143292494,0.02098279,13.07349422,4.37E-07,0.071214888,0.029959219,1674.645783,0.091180074,2600.668707,10.91901965,-0.001549571,2265.869776,0.003204552,-2.985804639,1.896477342,-805.7484859,0.003221849,0.048705675,0.04427005,8.73E-05,0.454763681,2843.074453,0.000655322,0.005396776,0.00624038,3803.361567,-0.680929472,0.717385352,-0.002714595,0.000357097
